,vulnerable,infected,symptomatic,positive,recovered,deceased
366,0.73211,0.00096875,0.00271,0.00656375,0.25319875,0.00444875
371,0.73196875,0.00093125,0.00250875,0.00625,0.25388375,0.0044575
372,0.73184375,0.00087875,0.00231875,0.00593875,0.2545425,0.0044775
367,0.73175625,0.00081125,0.00215,0.00563375,0.25516625,0.0044825
375,0.73163875,0.00078125,0.00199875,0.00538875,0.25570375,0.00448875
364,0.73151625,0.0007575,0.0018625,0.0051,0.25626375,0.0045
363,0.73142375,0.0007225,0.0017225,0.00483625,0.25678875,0.00450625
388,0.73135125,0.0006525,0.0016075,0.00459875,0.25727125,0.00451875
379,0.73127875,0.00060875,0.00149625,0.004375,0.257715,0.00452625
387,0.7312025,0.00056375,0.0013975,0.0041525,0.25814875,0.004535
394,0.73112375,0.0005375,0.001305,0.003935,0.2585575,0.00454125
384,0.73106375,0.00050625,0.00121625,0.00373875,0.25892625,0.00454875
393,0.7310125,0.000465,0.00114375,0.00353375,0.2592925,0.0045525
392,0.73097,0.00042875,0.00105375,0.00333625,0.2596525,0.00455875
389,0.730925,0.00038625,0.00099625,0.00315125,0.25997125,0.00457
390,0.730885,0.00034875,0.0009325,0.0029925,0.260265,0.00457625
385,0.73085,0.00031625,0.00087375,0.0028225,0.2605525,0.004585
381,0.730815,0.000295,0.0008275,0.00268875,0.26078625,0.0045875
382,0.7307725,0.00027125,0.00076625,0.00254625,0.2610525,0.00459125
383,0.7307375,0.00025875,0.00069625,0.0024075,0.2613,0.0046
378,0.7307075,0.00024375,0.00065375,0.00225375,0.261535,0.00460625
386,0.7306725,0.0002325,0.0006275,0.00211375,0.261745,0.00460875
391,0.73064,0.00022625,0.00059,0.001985,0.26194625,0.0046125
380,0.73060875,0.0002175,0.00053875,0.00186375,0.26215375,0.0046175
403,0.7305775,0.0002075,0.00050125,0.001755,0.262335,0.00462375
401,0.7305375,0.00021375,0.0004525,0.00165375,0.26251625,0.00462625
404,0.7305025,0.00021375,0.00042875,0.0015675,0.2626575,0.00463
405,0.73047125,0.00020625,0.0004025,0.00150375,0.2627825,0.00463375
399,0.73045,0.00019375,0.00037,0.00143375,0.2629175,0.004635
402,0.73043,0.00017625,0.00036125,0.001375,0.26302125,0.00463625
406,0.73041125,0.000175,0.0003375,0.00129875,0.26313875,0.00463875
408,0.7304025,0.00015375,0.00030875,0.0012425,0.26325,0.0046425
407,0.7303925,0.00013625,0.00029625,0.0011525,0.26338,0.0046425
400,0.73038375,0.00012125,0.00028125,0.0010725,0.26349625,0.004645
397,0.73037625,0.000105,0.00026125,0.00101375,0.26359375,0.00465
398,0.73037,9.125e-05,0.0002375,0.00097625,0.26367375,0.00465125
395,0.7303625,8.625e-05,0.000215,0.0009225,0.2637625,0.00465125
409,0.73035625,7.75e-05,0.00019,0.000875,0.26384875,0.0046525
396,0.7303525,6.875e-05,0.0001775,0.00082125,0.26392625,0.00465375
418,0.73034625,6e-05,0.0001675,0.000775,0.26399625,0.004655
411,0.7303375,5.75e-05,0.00015625,0.00072375,0.26407,0.004655
413,0.73033375,4.875e-05,0.0001475,0.00068625,0.26412875,0.004655
415,0.73032375,4.75e-05,0.0001375,0.00064375,0.26419,0.0046575
414,0.7303125,4.875e-05,0.00012625,0.00060625,0.26424875,0.0046575
416,0.7303,5e-05,0.000115,0.0005725,0.26430375,0.00465875
417,0.7302975,4.625e-05,0.00010625,0.0005425,0.26434875,0.00465875
412,0.73029625,4.125e-05,9.25e-05,0.0005,0.26440875,0.00466125
426,0.73029125,3.25e-05,9e-05,0.0004825,0.26444125,0.0046625
421,0.73028875,3.25e-05,8e-05,0.00044375,0.26449125,0.00466375
420,0.73028625,2.875e-05,7.5e-05,0.0004225,0.26452375,0.00466375
425,0.73028625,2.375e-05,7.625e-05,0.000395,0.264555,0.00466375
423,0.730285,2e-05,7.375e-05,0.00037375,0.26458375,0.00466375
422,0.73028375,1.625e-05,6.625e-05,0.00035625,0.26461375,0.00466375
410,0.73028125,1.75e-05,5.875e-05,0.0003425,0.264635,0.004665
424,0.73027875,1.625e-05,5.625e-05,0.00032,0.2646625,0.00466625
419,0.7302775,1.5e-05,5.5e-05,0.00029875,0.264685,0.00466875
431,0.73027625,1.5e-05,5e-05,0.00028375,0.26470625,0.00466875
439,0.73027625,1.5e-05,4.25e-05,0.00025875,0.26473875,0.00466875
432,0.73027625,1.375e-05,4e-05,0.00024875,0.2647525,0.00466875
438,0.73027625,1.125e-05,3.25e-05,0.000225,0.264785,0.00467
433,0.73027625,1.125e-05,3e-05,0.0002175,0.264795,0.00467
437,0.730275,1.125e-05,3e-05,0.000205,0.26480875,0.00467
435,0.7302725,1.125e-05,2.5e-05,0.00019125,0.26483,0.00467
429,0.73027125,1.125e-05,2.5e-05,0.00016875,0.26485375,0.00467
436,0.73026875,1.375e-05,2.5e-05,0.00016125,0.26486125,0.00467
430,0.730265,1.5e-05,2.75e-05,0.0001525,0.26487,0.00467
441,0.73026375,1.25e-05,2.625e-05,0.0001425,0.2648825,0.0046725
434,0.73025875,1.375e-05,2.875e-05,0.0001325,0.26489375,0.0046725
427,0.73025375,1.375e-05,3.25e-05,0.00012625,0.26490125,0.0046725
440,0.73025375,1.125e-05,3e-05,0.00012,0.2649125,0.0046725
428,0.7302475,1.625e-05,2.875e-05,0.00011375,0.26492125,0.0046725
458,0.73024125,1.875e-05,2.625e-05,0.00010125,0.26493875,0.00467375
442,0.7302375,1.875e-05,2.5e-05,0.0001,0.26494375,0.004675
450,0.73023375,1.875e-05,2.5e-05,8.875e-05,0.26495875,0.004675
445,0.73023375,1.5e-05,2.375e-05,8.5e-05,0.2649675,0.004675
455,0.73023375,1.125e-05,2.25e-05,8.5e-05,0.2649725,0.004675
456,0.7302325,1.125e-05,2e-05,8.375e-05,0.2649775,0.004675
457,0.7302325,1.125e-05,1.875e-05,7.5e-05,0.2649875,0.004675
453,0.7302325,8.75e-06,1.5e-05,7.625e-05,0.2649925,0.004675
451,0.73023125,8.75e-06,1.375e-05,7e-05,0.26500125,0.004675
443,0.73023125,8.75e-06,1.25e-05,6.25e-05,0.26501,0.004675
444,0.73023,1e-05,1.25e-05,5.875e-05,0.26501375,0.004675
448,0.73022875,7.5e-06,1e-05,5.875e-05,0.26502,0.004675
454,0.73022625,7.5e-06,8.75e-06,5.5e-05,0.2650275,0.004675
446,0.730225,7.5e-06,7.5e-06,5.5e-05,0.26503,0.004675
452,0.730225,6.25e-06,5e-06,5e-05,0.26503875,0.004675
449,0.730225,6.25e-06,5e-06,4.625e-05,0.2650425,0.004675
447,0.730225,6.25e-06,3.75e-06,4.625e-05,0.26504375,0.004675
468,0.730225,3.75e-06,6.25e-06,4.375e-05,0.26504625,0.004675
459,0.730225,3.75e-06,6.25e-06,4e-05,0.26505,0.004675
460,0.730225,2.5e-06,6.25e-06,3.75e-05,0.26505375,0.004675
461,0.730225,1.25e-06,5e-06,3.5e-05,0.26505875,0.004675
463,0.730225,1.25e-06,3.75e-06,3.5e-05,0.26506,0.004675
462,0.730225,1.25e-06,2.5e-06,3.375e-05,0.2650625,0.004675
466,0.730225,1.25e-06,2.5e-06,2.875e-05,0.2650675,0.004675
464,0.730225,1.25e-06,2.5e-06,2.25e-05,0.26507375,0.004675
467,0.730225,1.25e-06,2.5e-06,2.25e-05,0.26507375,0.004675
465,0.730225,1.25e-06,2.5e-06,1.625e-05,0.26508,0.004675
472,0.99936375,0.00063375,1.25e-06,0.0,1.25e-06,0.0
471,0.9989025,0.00094875,7e-05,2.5e-05,5.375e-05,0.0
469,0.99786,0.00174,0.00018125,6.5e-05,0.00015375,0.0
470,0.99555375,0.00355,0.00040375,0.00012,0.00037,2.5e-06
473,0.99079,0.00726375,0.00088,0.0002575,0.00080125,7.5e-06
474,0.98133625,0.0145125,0.0019,0.0005375,0.00169375,2e-05
476,0.96493375,0.02688,0.00375375,0.00101875,0.003375,3.875e-05
475,0.94188875,0.04287125,0.0068475,0.0019625,0.00636625,6.375e-05
478,0.9148975,0.05952875,0.01121375,0.00322125,0.01103,0.00010875
477,0.88605,0.0749125,0.01684375,0.00495125,0.017075,0.0001675
484,0.8574125,0.08752625,0.02330625,0.00696875,0.02453875,0.0002475
488,0.82976,0.09676375,0.03019125,0.0093,0.033625,0.00036
491,0.8036075,0.1029925,0.03718,0.0118725,0.04388,0.0004675
481,0.7795525,0.10647125,0.04399625,0.01437625,0.05499375,0.00061
479,0.75737,0.10751,0.05037375,0.01701375,0.06694625,0.00078625
486,0.73722875,0.10656875,0.05619125,0.01952,0.07952125,0.00097
489,0.71910125,0.10404,0.06116,0.0219375,0.09261125,0.00115
487,0.70240125,0.1004675,0.06569625,0.02407625,0.1059925,0.00136625
485,0.68737375,0.09603,0.069405,0.02618375,0.11945125,0.00155625
480,0.6732125,0.091685,0.07226125,0.028095,0.13298375,0.0017625
490,0.6603025,0.0871275,0.074325,0.029875,0.14637875,0.00199125
482,0.6484975,0.082285,0.07587625,0.03145125,0.1596975,0.0021925
483,0.6377775,0.07730125,0.07684,0.03284375,0.17281875,0.00241875
508,0.627525,0.07282625,0.07717625,0.034135,0.18565625,0.00268125
496,0.61829,0.06812,0.07714125,0.03509125,0.19841,0.0029475
505,0.6099175,0.063625,0.07670875,0.03587375,0.21069625,0.00317875
498,0.60227875,0.05912375,0.0758525,0.03639125,0.222925,0.00342875
493,0.595115,0.05508625,0.0745875,0.03687625,0.23465375,0.00368125
497,0.58856125,0.05101,0.07314125,0.0372,0.24618,0.0039075
494,0.58238375,0.047445,0.07128375,0.03743625,0.25730625,0.004145
504,0.57684125,0.044045,0.0692275,0.0374375,0.26810375,0.004345
500,0.57169875,0.04096125,0.0670225,0.03719,0.27859625,0.00453125
507,0.5668675,0.038015,0.06491125,0.0368975,0.28856875,0.00474
499,0.5623175,0.03534625,0.062865,0.0364625,0.29804875,0.00496
506,0.55811,0.0327525,0.06079375,0.03595125,0.307235,0.0051575
501,0.55424625,0.0304975,0.058425,0.03538375,0.31607625,0.00537125
503,0.55045875,0.028495,0.056055,0.03491,0.3245525,0.00552875
502,0.54718,0.02641125,0.05368375,0.03437,0.33267,0.005685
495,0.5440025,0.02446375,0.05148875,0.03367625,0.340525,0.00584375
492,0.5410925,0.02273375,0.04920375,0.03305625,0.34791125,0.0060025
512,0.53853375,0.0209925,0.0469375,0.0323525,0.3550225,0.00616125
515,0.5359975,0.01952875,0.0447025,0.03152,0.36191625,0.006335
519,0.53363,0.01817375,0.04256875,0.0306475,0.3685025,0.0064775
510,0.53144,0.01688,0.04053,0.029825,0.3746925,0.0066325
520,0.52944125,0.01564125,0.0385075,0.02899125,0.38062625,0.0067925
521,0.527525,0.01455625,0.03642625,0.02805625,0.386525,0.00691125
511,0.52580375,0.01338875,0.03459375,0.027225,0.391935,0.00705375
518,0.52420625,0.0123375,0.03272,0.0263675,0.39718875,0.00718
516,0.522645,0.0115075,0.030835,0.02559875,0.40214125,0.0072725
513,0.5212025,0.0107325,0.02915625,0.02470625,0.40683125,0.00737125
517,0.51979125,0.01011,0.02759375,0.02390375,0.41114125,0.00746
523,0.518525,0.0094475,0.026005,0.0231675,0.41528625,0.00756875
522,0.51725625,0.008875,0.02466,0.02237,0.41917625,0.0076625
509,0.5161625,0.0083175,0.0233275,0.02148,0.4229525,0.00776
514,0.51509125,0.00775625,0.0220175,0.02066375,0.42663,0.00784125
531,0.514115,0.007235,0.020725,0.0198975,0.43011,0.0079175
528,0.513265,0.00670625,0.01957,0.0191075,0.43336625,0.007985
536,0.51239,0.00627375,0.0184475,0.01845125,0.4364,0.0080375
537,0.5115775,0.00587125,0.0173525,0.01765875,0.43941625,0.00812375
540,0.51080375,0.00549125,0.0163975,0.016935,0.44218,0.0081925
525,0.51007875,0.0051575,0.015445,0.016215,0.44485875,0.008245
524,0.5094375,0.00481,0.01451125,0.015545,0.44739375,0.0083025
534,0.50878,0.00451125,0.01368875,0.014875,0.449785,0.00836
527,0.5082025,0.00421875,0.01290125,0.0142325,0.45202125,0.00842375
532,0.507665,0.0039475,0.01216625,0.0136375,0.45411625,0.0084675
535,0.5071675,0.00369,0.01143625,0.01311125,0.45609,0.008505
526,0.50670875,0.003415,0.0107775,0.0125625,0.45798375,0.0085525
529,0.5062375,0.00326625,0.01015875,0.01199,0.459755,0.0085925
530,0.5058025,0.0030375,0.0095525,0.01152375,0.46145625,0.0086275
533,0.50543375,0.00283125,0.009,0.01097375,0.463095,0.00866625
538,0.50507125,0.0026725,0.00848875,0.01049,0.464585,0.0086925
539,0.50474875,0.00248875,0.007965,0.0099975,0.4660725,0.0087275
551,0.50441875,0.0023425,0.00747,0.0095675,0.46745,0.00875125
550,0.50413625,0.00217,0.007,0.009095,0.468815,0.00878375
549,0.503845,0.00205375,0.0065875,0.00866,0.47004,0.00881375
544,0.50362625,0.001915,0.0061525,0.00823875,0.47123,0.0088375
553,0.50337625,0.0018125,0.00577875,0.0078875,0.4722875,0.0088575
552,0.50313625,0.00169625,0.00543125,0.0075475,0.473315,0.00887375
548,0.502905,0.0015775,0.00515,0.00717,0.47429125,0.00890625
542,0.5027275,0.00142125,0.00486375,0.0068275,0.4752325,0.0089275
543,0.50252625,0.0013425,0.00456125,0.0065275,0.47610375,0.00893875
554,0.50234375,0.00125375,0.00429875,0.00619875,0.47695,0.008955
555,0.50218375,0.00117125,0.00403,0.00588,0.47775875,0.00897625
547,0.502025,0.00110875,0.00378,0.00559625,0.47849875,0.00899125
545,0.50187875,0.00105125,0.003565,0.00526875,0.47923125,0.009005
546,0.50173375,0.00099,0.003335,0.00503625,0.479885,0.00902
541,0.50157875,0.00097625,0.0031,0.0047875,0.480525,0.0090325
558,0.50144875,0.00091625,0.00290625,0.0046,0.4810875,0.00904125
567,0.50129125,0.00092375,0.0027275,0.00435375,0.48164625,0.0090575
568,0.5011825,0.00084125,0.00257125,0.0041375,0.4822,0.0090675
572,0.5010725,0.00078,0.00240625,0.00394125,0.482725,0.009075
561,0.50096875,0.0007325,0.0022625,0.0037375,0.483215,0.00908375
564,0.500875,0.00068625,0.0021375,0.0035225,0.48369,0.00908875
565,0.50079,0.00062,0.0019925,0.003355,0.48414375,0.00909875
556,0.5007175,0.00058625,0.00186125,0.0031875,0.4845425,0.009105
559,0.500625,0.00055125,0.0017725,0.0030175,0.48491625,0.0091175
560,0.50055875,0.000495,0.0016575,0.00287875,0.4852825,0.0091275
570,0.50049875,0.0004525,0.00157375,0.00274125,0.4856025,0.00913125
557,0.50044625,0.0004325,0.0014825,0.0025925,0.485905,0.00914125
566,0.50038,0.00041375,0.0013875,0.0024425,0.486225,0.00915125
563,0.500325,0.00038,0.001315,0.00231,0.48651375,0.00915625
569,0.5002725,0.00038,0.0012175,0.00218375,0.4867825,0.00916375
571,0.50022125,0.0003575,0.00113625,0.00209125,0.48702125,0.0091725
562,0.50017125,0.00035875,0.00108125,0.00197,0.4872425,0.00917625
584,0.500125,0.00034875,0.0010175,0.00183375,0.4874925,0.0091825
587,0.5000775,0.00032,0.0009675,0.00174625,0.487705,0.00918375
583,0.50003875,0.0002825,0.00092375,0.00165,0.4879175,0.0091875
575,0.49999,0.00027375,0.000885,0.00154,0.48811625,0.009195
574,0.49995875,0.00025125,0.00081375,0.00147125,0.48830625,0.00919875
577,0.49993,0.00022875,0.00076125,0.00139125,0.48848875,0.0092
582,0.499895,0.00022625,0.0007075,0.0013125,0.488655,0.00920375
581,0.49985625,0.0002225,0.00067,0.00123875,0.48880625,0.00920625
585,0.4998225,0.0002075,0.000635,0.00118375,0.48893875,0.0092125
576,0.4997775,0.00021875,0.000575,0.0011225,0.48909,0.00921625
586,0.4997475,0.00021375,0.000555,0.00106125,0.4892025,0.00922
579,0.4997125,0.0002125,0.0005225,0.00100625,0.48932375,0.0092225
580,0.49968125,0.00019375,0.000505,0.0009625,0.4894325,0.009225
578,0.4996625,0.00016875,0.00047625,0.00091875,0.48954625,0.0092275
573,0.49964,0.00015125,0.00044875,0.00086125,0.48966625,0.0092325
588,0.4996225,0.0001475,0.00042,0.000805,0.48976875,0.00923625
603,0.4996,0.0001425,0.00040375,0.00074625,0.48987125,0.00923625
589,0.499585,0.000125,0.000385,0.0007025,0.48996375,0.00923875
596,0.49956375,0.000125,0.000365,0.00065875,0.49004875,0.00923875
595,0.49955,0.0001125,0.0003525,0.00064125,0.490105,0.00923875
604,0.49954125,0.00010375,0.00032375,0.00059625,0.490195,0.00924
600,0.49953125,9.375e-05,0.00030875,0.0005675,0.490255,0.00924375
602,0.49952,8.375e-05,0.000285,0.0005425,0.490325,0.00924375
597,0.4995025,7.75e-05,0.0002875,0.00052125,0.4903675,0.00924375
598,0.49949125,7.75e-05,0.00026875,0.00048625,0.49043125,0.009245
599,0.499475,8e-05,0.00025125,0.00045875,0.49048875,0.00924625
592,0.49946,8.375e-05,0.0002275,0.00044375,0.49053875,0.00924625
593,0.49945,8.75e-05,0.0002075,0.00041125,0.49059625,0.0092475
590,0.49943375,8.375e-05,0.00019875,0.0003775,0.49065875,0.0092475
594,0.49942375,7.875e-05,0.00019125,0.00035375,0.490705,0.0092475
601,0.49941875,6.75e-05,0.00018125,0.00033375,0.49075,0.00924875
591,0.4994125,5.875e-05,0.00016875,0.0003175,0.49079375,0.00924875
619,0.49940375,5.625e-05,0.000155,0.00028875,0.49084625,0.00925
614,0.4993975,5e-05,0.0001475,0.0002825,0.4908725,0.00925
613,0.49938625,5e-05,0.00014,0.0002625,0.49091125,0.00925
608,0.499375,4.875e-05,0.00013125,0.00024875,0.49094625,0.00925
610,0.4993675,4.875e-05,0.000125,0.0002375,0.49097,0.00925125
616,0.49935875,5e-05,0.000115,0.00022375,0.49100125,0.00925125
611,0.49935,4.875e-05,0.00011,0.00021,0.49103,0.00925125
606,0.499345,4.375e-05,0.00011125,0.00019625,0.4910525,0.00925125
612,0.4993375,4e-05,0.000105,0.000185,0.49108125,0.00925125
618,0.499335,3.5e-05,0.00010375,0.00017625,0.49109875,0.00925125
605,0.49932875,3.25e-05,0.00010125,0.00016375,0.4911225,0.00925125
609,0.4993225,3.375e-05,9e-05,0.000155,0.4911475,0.00925125
615,0.49931875,3.125e-05,8.625e-05,0.00014125,0.49117125,0.00925125
617,0.499315,2.5e-05,8.125e-05,0.00013875,0.49118875,0.00925125
607,0.49931,2.625e-05,7.5e-05,0.00013125,0.49120625,0.00925125
625,0.499305,2.375e-05,7e-05,0.00012625,0.49122375,0.00925125
636,0.4992975,2.875e-05,6.125e-05,0.00011625,0.491245,0.00925125
630,0.499295,2.875e-05,5.625e-05,0.00010875,0.49126,0.00925125
621,0.49928875,2.875e-05,5.375e-05,0.00010125,0.49127625,0.00925125
631,0.4992825,3.25e-05,5.375e-05,9.375e-05,0.49128375,0.00925375
635,0.4992775,3.625e-05,4.875e-05,8.875e-05,0.491295,0.00925375
624,0.4992725,3.125e-05,5.25e-05,8.625e-05,0.49130375,0.00925375
623,0.49927125,2.625e-05,4.125e-05,8.75e-05,0.49132,0.00925375
627,0.49927,2e-05,4.375e-05,8.25e-05,0.49133,0.00925375
620,0.4992675,1.875e-05,4.25e-05,7.75e-05,0.49134,0.00925375
622,0.499265,1.875e-05,3.875e-05,7.75e-05,0.491345,0.009255
632,0.49926375,1.75e-05,3.5e-05,6.75e-05,0.49136125,0.009255
629,0.49926,2.125e-05,3.125e-05,6.375e-05,0.49136875,0.009255
634,0.49926,1.5e-05,2.875e-05,6.625e-05,0.491375,0.009255
628,0.4992575,1.625e-05,2.625e-05,5.875e-05,0.49138625,0.009255
633,0.49925625,1.25e-05,2.625e-05,5.875e-05,0.49139125,0.009255
626,0.499255,1.25e-05,2.5e-05,5.875e-05,0.49139375,0.009255
641,0.4992525,8.75e-06,2.375e-05,5.5e-05,0.491405,0.009255
649,0.49925125,6.25e-06,1.875e-05,5.5e-05,0.49141375,0.009255
642,0.49925125,5e-06,1.75e-05,5.375e-05,0.4914175,0.009255
651,0.49925125,2.5e-06,1.875e-05,5.375e-05,0.4914175,0.00925625
645,0.49925,2.5e-06,1.875e-05,5.25e-05,0.49142,0.00925625
639,0.4992475,5e-06,1.875e-05,5e-05,0.4914225,0.00925625
644,0.4992475,3.75e-06,1.625e-05,4.875e-05,0.4914275,0.00925625
637,0.4992475,3.75e-06,1.125e-05,4.875e-05,0.4914325,0.00925625
648,0.49924625,5e-06,1e-05,4.625e-05,0.49143625,0.00925625
646,0.49924625,5e-06,1e-05,4.25e-05,0.49143875,0.0092575
647,0.499245,6.25e-06,8.75e-06,3.875e-05,0.49144375,0.0092575
650,0.499245,3.75e-06,8.75e-06,3.5e-05,0.49145,0.0092575
640,0.499245,2.5e-06,7.5e-06,3.5e-05,0.4914525,0.0092575
643,0.499245,1.25e-06,5e-06,3.25e-05,0.49145875,0.0092575
638,0.49924375,2.5e-06,5e-06,3.125e-05,0.49146,0.0092575
654,0.49924375,2.5e-06,3.75e-06,3e-05,0.4914625,0.0092575
652,0.49924375,1.25e-06,3.75e-06,3e-05,0.49146375,0.0092575
653,0.49924375,1.25e-06,3.75e-06,2.875e-05,0.491465,0.0092575
684,0.999365,0.00062875,3.75e-06,1.25e-06,1.25e-06,0.0
682,0.9991225,0.00071625,8.125e-05,1.625e-05,6.25e-05,1.25e-06
681,0.9986725,0.00100375,0.00015875,3.75e-05,0.000125,2.5e-06
683,0.9977375,0.00168625,0.00027,5.875e-05,0.000245,2.5e-06
680,0.99569875,0.00323,0.00052875,0.00011875,0.00042,3.75e-06
679,0.99154375,0.00638375,0.00098375,0.00024875,0.00083,1e-05
685,0.98327125,0.01282,0.00179,0.0004575,0.00163875,2.25e-05
678,0.96820375,0.02433375,0.0033825,0.00087625,0.00315625,4.75e-05
694,0.94475,0.0413725,0.00619,0.00172375,0.00589375,7e-05
700,0.91456375,0.06113,0.01074125,0.00301125,0.010445,0.00010875
687,0.88192125,0.07950875,0.01686,0.00479375,0.0167425,0.00017375
689,0.85002125,0.0938775,0.02398375,0.0069525,0.0249025,0.0002625
693,0.8198775,0.10406375,0.03147875,0.009425,0.03478,0.000375
697,0.79253375,0.110185,0.0393025,0.01199125,0.04549875,0.00048875
699,0.767705,0.11267875,0.047025,0.01468875,0.05727375,0.00062875
690,0.7454625,0.11263125,0.05384375,0.01726375,0.06999625,0.0008025
692,0.72498625,0.11090375,0.05994625,0.01984625,0.08332625,0.00099125
688,0.70632,0.10777375,0.06538875,0.0223325,0.09696625,0.00121875
695,0.68941375,0.10397875,0.06998875,0.02436375,0.11083,0.001425
698,0.67392875,0.09961,0.07380125,0.0263125,0.124715,0.0016325
696,0.6599075,0.09418125,0.07693375,0.02818375,0.13892125,0.0018725
691,0.64702875,0.08890375,0.079035,0.0298375,0.15306875,0.00212625
686,0.63532,0.08358375,0.08066,0.03135625,0.16671625,0.00236375
716,0.624515,0.0783,0.081635,0.0324475,0.18048625,0.00261625
707,0.61439125,0.0735375,0.0818625,0.03349375,0.19384375,0.00287125
714,0.60520125,0.06858125,0.08170375,0.0342425,0.20714625,0.003125
704,0.596435,0.06435,0.0812825,0.03478375,0.2197825,0.00336625
715,0.58832375,0.0601875,0.08041875,0.0352825,0.23219,0.0035975
710,0.58086875,0.05608375,0.07922875,0.03571375,0.24429375,0.00381125
701,0.57401125,0.052215,0.0777625,0.03585375,0.25611875,0.00403875
713,0.5674925,0.04857625,0.076065,0.0360525,0.26756,0.00425375
703,0.56150375,0.045265,0.0741025,0.03602,0.27860125,0.0045075
706,0.55578375,0.042245,0.07219625,0.03584125,0.28921375,0.00472
709,0.55035625,0.0395725,0.0701425,0.035515,0.299505,0.00490875
705,0.54533375,0.03702125,0.067765,0.0352175,0.30953625,0.00512625
711,0.54071625,0.034605,0.06552375,0.03477375,0.31903875,0.0053425
717,0.53647,0.0322225,0.06315125,0.0342925,0.32831625,0.0055475
708,0.53245875,0.030025,0.060725,0.0337725,0.3372625,0.00575625
712,0.52866375,0.02814625,0.0584,0.03309,0.34576125,0.00593875
702,0.5251075,0.02628625,0.05608,0.03239375,0.35402,0.0061125
722,0.5217475,0.02457,0.053865,0.0317075,0.36181125,0.00629875
724,0.518405,0.0231225,0.05167125,0.03107875,0.369255,0.0064675
727,0.5153375,0.02179625,0.04943375,0.030315,0.37648125,0.00663625
721,0.51246875,0.020465,0.04715625,0.02966375,0.38347375,0.0067725
723,0.50976,0.01936875,0.04501875,0.0289675,0.38996125,0.00692375
732,0.50724875,0.01817,0.043,0.0282275,0.39628625,0.0070675
730,0.50477,0.01713,0.04094875,0.02748125,0.40245875,0.00721125
725,0.50253375,0.016115,0.03918875,0.02670375,0.40812125,0.0073375
729,0.50039875,0.01527,0.03725625,0.02589625,0.41371,0.00746875
726,0.49833,0.01438625,0.03557125,0.02507125,0.419055,0.00758625
719,0.4963575,0.01366625,0.0339625,0.02421,0.424105,0.00769875
720,0.4944675,0.01291625,0.03243875,0.0233975,0.428965,0.007815
718,0.49268375,0.0121975,0.03089875,0.02260625,0.43368875,0.007925
728,0.490985,0.01155375,0.02951875,0.02185,0.43805,0.0080425
