,vulnerable,infected,symptomatic,positive,recovered,deceased
14521,0.56495875,0.002015,0.00093,0.00682875,0.41831125,0.00695625
14529,0.56458875,0.00194375,0.00090875,0.0065275,0.41907,0.00696125
14520,0.5642925,0.00185625,0.00088125,0.0062925,0.419705,0.0069725
14522,0.5639675,0.001835,0.00082875,0.00604125,0.42034625,0.00698125
14525,0.56363125,0.00183625,0.00081625,0.00582875,0.42088875,0.00699875
14517,0.56328875,0.00180375,0.00083875,0.005615,0.42144,0.00701375
14516,0.56296125,0.0017825,0.0008,0.0054,0.422035,0.00702125
14515,0.5626175,0.00175875,0.0007875,0.0052325,0.42257375,0.00703
14527,0.5622975,0.001725,0.00077,0.00504875,0.42312375,0.007035
14519,0.5619525,0.00172,0.0007625,0.00487125,0.42365375,0.00704
14528,0.56163625,0.001715,0.00074375,0.0047125,0.42414625,0.00704625
14523,0.5613475,0.00166375,0.0007325,0.004545,0.4246575,0.00705375
14524,0.561075,0.00162375,0.00071875,0.00437125,0.4251475,0.00706375
14518,0.5607875,0.001565,0.00073125,0.00424875,0.425595,0.0070725
14531,0.56050875,0.00156,0.0007125,0.00408125,0.42605375,0.00708375
14535,0.56024625,0.00153375,0.0007225,0.00394125,0.4264625,0.00709375
14544,0.55996875,0.00155375,0.00067125,0.00379875,0.42690625,0.00710125
14541,0.5596775,0.00154625,0.0006825,0.003695,0.4272925,0.00710625
14540,0.55937375,0.00153375,0.00068625,0.00361625,0.42768,0.00711
14536,0.55907125,0.00153,0.00067625,0.00352125,0.42808625,0.007115
14539,0.55880375,0.0014675,0.000685,0.00344,0.4284825,0.00712125
14533,0.5585775,0.001385,0.000685,0.0033275,0.4289,0.007125
14537,0.55831375,0.00138,0.00065375,0.00323,0.42928875,0.00713375
14543,0.55807125,0.001345,0.0006275,0.00317375,0.4296425,0.00714
14542,0.557845,0.00131875,0.00062125,0.00306125,0.43000625,0.0071475
14534,0.55764875,0.0012475,0.00059125,0.00302,0.43034,0.0071525
14546,0.55743375,0.00122,0.00059125,0.002925,0.43067625,0.00715375
14545,0.5572375,0.0011925,0.0006,0.0028425,0.4309675,0.00716
14538,0.5570525,0.0011425,0.00061,0.00275375,0.43127625,0.007165
14532,0.55686,0.00108,0.00057375,0.002705,0.431605,0.00717625
14552,0.5566725,0.00108625,0.00053,0.00264375,0.43188625,0.00718125
14548,0.55650875,0.00103625,0.00050375,0.0025725,0.43219375,0.007185
14557,0.5563525,0.001,0.0004675,0.00252125,0.43247,0.00718875
14553,0.55620125,0.0009675,0.00042625,0.00246625,0.43274,0.00719875
14559,0.55606125,0.0009125,0.000415,0.002375,0.43303125,0.007205
14558,0.5558875,0.00091625,0.00038875,0.00230375,0.43329375,0.00721
14563,0.5557575,0.00088125,0.000375,0.002235,0.4335375,0.00721375
14554,0.55563375,0.00086625,0.00036125,0.00216375,0.43375375,0.00722125
14549,0.55550125,0.00081625,0.0003875,0.00209625,0.43397125,0.0072275
14560,0.55536625,0.000815,0.00037875,0.00202625,0.43418,0.00723375
14561,0.55524125,0.00077,0.00038375,0.00196875,0.43440125,0.007235
14556,0.55510375,0.00074,0.00037375,0.00193375,0.4346125,0.00723625
14555,0.554985,0.00072375,0.00035125,0.00188625,0.43481375,0.00724
14550,0.55488875,0.0006875,0.00034125,0.0018375,0.43500375,0.00724125
14547,0.55478625,0.00067875,0.000305,0.00178,0.4352,0.00725
14551,0.55468875,0.00066625,0.00028875,0.00172,0.435385,0.00725125
14562,0.5545825,0.00064125,0.00028375,0.0016775,0.4355575,0.0072575
14564,0.55449875,0.0006175,0.00028,0.0016225,0.43572375,0.0072575
14576,0.554395,0.00058625,0.00028125,0.0015725,0.435905,0.00726
14574,0.55430375,0.00055875,0.0002625,0.001515,0.4360975,0.0072625
14565,0.55423,0.00050625,0.0002725,0.0014825,0.43624625,0.0072625
14571,0.55415125,0.0004925,0.00024375,0.001425,0.43642375,0.00726375
14578,0.55409125,0.00047125,0.00022625,0.00136875,0.43657625,0.00726625
14566,0.55402,0.000455,0.00022,0.0013275,0.4367075,0.00727
14573,0.55395125,0.00043875,0.00021125,0.00131125,0.43681625,0.00727125
14577,0.5538825,0.00041625,0.00021,0.00125625,0.43696,0.007275
14569,0.5538275,0.00039625,0.0001925,0.00121375,0.43709125,0.00727875
14567,0.55378125,0.00037375,0.0001925,0.00115125,0.43722125,0.00728
14568,0.55373125,0.00035125,0.00019125,0.0011025,0.4373425,0.00728125
14572,0.55368125,0.000315,0.00019,0.00106875,0.43746375,0.00728125
14570,0.5536275,0.00030625,0.0001725,0.00102375,0.4375875,0.0072825
14575,0.5535675,0.00030625,0.00016875,0.00099375,0.43767875,0.007285
14594,0.5535275,0.00028125,0.0001675,0.0009575,0.43778,0.00728625
14584,0.55348125,0.00026125,0.00016,0.00090625,0.4379025,0.00728875
14583,0.55343125,0.0002575,0.00015125,0.00087125,0.4379975,0.00729125
14585,0.5533925,0.00024375,0.00014125,0.00084,0.43809125,0.00729125
14581,0.5533525,0.0002525,0.0001375,0.0008075,0.4381575,0.0072925
14589,0.5533175,0.0002525,0.0001375,0.00076375,0.43823625,0.0072925
14582,0.55327625,0.00023875,0.00013875,0.00074125,0.43831125,0.00729375
14592,0.5532425,0.00023375,0.000125,0.00071,0.43839125,0.0072975
14580,0.55320125,0.00024375,0.00012375,0.00067,0.43846125,0.0073
14587,0.55316625,0.00022875,0.00011125,0.0006425,0.43855,0.00730125
14590,0.55312875,0.00021875,0.00011375,0.000615,0.43861625,0.0073075
14588,0.55308375,0.00022625,0.0001125,0.00059625,0.43867375,0.0073075
14591,0.553045,0.0002125,0.000105,0.00059625,0.43873125,0.00731
14595,0.5530175,0.0001925,0.00010625,0.00057,0.4388025,0.00731125
14586,0.55298375,0.00018125,0.00010125,0.0005425,0.43887875,0.0073125
14579,0.55296125,0.00016625,9.625e-05,0.00053,0.43893375,0.0073125
14593,0.55293625,0.00015875,0.0001025,0.0005075,0.43898125,0.00731375
14598,0.5529125,0.0001475,9.25e-05,0.0005075,0.43902375,0.00731625
14603,0.55288875,0.000145,8.375e-05,0.00048125,0.439085,0.00731625
14601,0.552865,0.000145,8e-05,0.00045875,0.43913375,0.0073175
14606,0.5528475,0.00013375,7.5e-05,0.00044375,0.4391825,0.0073175
14597,0.5528225,0.0001325,7.25e-05,0.000425,0.4392275,0.00732
14602,0.55281125,0.00011375,7.375e-05,0.00040875,0.4392725,0.00732
14604,0.55279875,0.00010625,6.625e-05,0.00037875,0.43932875,0.00732125
14607,0.5527825,0.0001025,6.625e-05,0.0003625,0.439365,0.00732125
14608,0.55276875,9.75e-05,5.625e-05,0.000355,0.4394,0.0073225
14610,0.55276,9e-05,5.125e-05,0.000345,0.43943,0.00732375
14609,0.55275,8e-05,3.625e-05,0.00034,0.43947,0.00732375
14605,0.552745,6.625e-05,4e-05,0.00032625,0.43949625,0.00732625
14600,0.55273625,6.625e-05,3.375e-05,0.00031,0.4395275,0.00732625
14599,0.5527325,5.75e-05,2.875e-05,0.00029375,0.43956,0.0073275
14596,0.5527275,4.5e-05,3.625e-05,0.00028375,0.43958,0.0073275
14616,0.5527225,4.5e-05,3e-05,0.00027,0.439605,0.0073275
14622,0.5527175,4.25e-05,2.375e-05,0.00025875,0.43962875,0.00732875
14620,0.55271,4.375e-05,2.5e-05,0.00024375,0.4396475,0.00733
14627,0.55270125,4.375e-05,2.625e-05,0.00022375,0.43967125,0.00733375
14611,0.5526975,3.875e-05,2.625e-05,0.000215,0.43968875,0.00733375
14619,0.55269125,3.5e-05,2.125e-05,0.00019625,0.4397225,0.00733375
14613,0.55268625,3.25e-05,2e-05,0.000185,0.4397425,0.00733375
14617,0.55268375,2.875e-05,1.625e-05,0.00018,0.4397575,0.00733375
14618,0.55267625,2.375e-05,1.625e-05,0.000175,0.43977375,0.007335
14621,0.552675,2e-05,1.75e-05,0.00016875,0.43978375,0.007335
14615,0.552675,1.875e-05,1.25e-05,0.0001525,0.439805,0.00733625
14625,0.55267,2e-05,1e-05,0.00014875,0.439815,0.00733625
14612,0.55266875,2e-05,6.25e-06,0.000145,0.43982375,0.00733625
14626,0.552665,2e-05,6.25e-06,0.00014,0.4398325,0.00733625
14624,0.55265875,2.25e-05,8.75e-06,0.00013,0.43984375,0.00733625
14623,0.55265375,2.5e-05,6.25e-06,0.00012375,0.439855,0.00733625
14614,0.55265125,2.125e-05,8.75e-06,0.0001175,0.439865,0.00733625
14642,0.55265125,1.875e-05,5e-06,0.000115,0.43987375,0.00733625
14633,0.55265,1.75e-05,6.25e-06,0.00011,0.43988,0.00733625
14632,0.55264625,1.5e-05,5e-06,0.000105,0.4398925,0.00733625
14637,0.55264375,1.5e-05,6.25e-06,9.875e-05,0.4399,0.00733625
14641,0.55264375,1.25e-05,6.25e-06,8.875e-05,0.4399125,0.00733625
14639,0.55264375,1e-05,6.25e-06,8.5e-05,0.43991875,0.00733625
14634,0.5526425,1.125e-05,6.25e-06,7.75e-05,0.43992625,0.00733625
14635,0.55264125,1e-05,6.25e-06,7.25e-05,0.43993375,0.00733625
14631,0.55264125,8.75e-06,6.25e-06,7e-05,0.4399375,0.00733625
14640,0.55264,8.75e-06,5e-06,6.625e-05,0.43994375,0.00733625
14638,0.55264,3.75e-06,6.25e-06,6.25e-05,0.43995125,0.00733625
14629,0.55264,2.5e-06,7.5e-06,5.875e-05,0.439955,0.00733625
14636,0.55263875,3.75e-06,7.5e-06,5.5e-05,0.43995875,0.00733625
14628,0.55263875,3.75e-06,6.25e-06,5.25e-05,0.4399625,0.00733625
14630,0.55263875,3.75e-06,6.25e-06,4.875e-05,0.43996625,0.00733625
14644,0.55263875,2.5e-06,3.75e-06,4.625e-05,0.4399725,0.00733625
14645,0.55263875,2.5e-06,3.75e-06,4.375e-05,0.439975,0.00733625
14643,0.5526375,1.25e-06,5e-06,3.875e-05,0.43998125,0.00733625
14653,0.99936375,0.00063125,1.25e-06,2.5e-06,1.25e-06,0.0
14646,0.99896125,0.00087125,8.375e-05,2.25e-05,6.125e-05,0.0
14647,0.99794,0.0016425,0.00018,7.25e-05,0.000165,0.0
14651,0.9953,0.0037375,0.0004,0.000175,0.00038625,1.25e-06
14650,0.98826375,0.00941,0.000955,0.000395,0.00096875,7.5e-06
14652,0.97363125,0.0211025,0.00209625,0.000975,0.00217625,1.875e-05
14649,0.952055,0.0367625,0.00435125,0.0021625,0.00463625,3.25e-05
14648,0.92809875,0.05176625,0.00739,0.00415125,0.00853375,6e-05
14665,0.9044925,0.06396625,0.011005,0.0067875,0.013635,0.00011375
14663,0.88135375,0.07321375,0.0149775,0.01016875,0.0201075,0.00017875
14662,0.8583775,0.08084125,0.0185275,0.01416875,0.0278225,0.0002625
14668,0.835305,0.08720125,0.02194125,0.01867625,0.03651625,0.00036
14654,0.81265,0.0918575,0.02526875,0.02371625,0.046035,0.0004725
14656,0.79059375,0.09519875,0.02814125,0.02895,0.05653,0.00058625
14657,0.76950375,0.0972325,0.03086125,0.03422625,0.06745,0.00072625
14661,0.7498775,0.097615,0.0329975,0.03944875,0.079195,0.00086625
14655,0.73128875,0.097135,0.03464,0.0446725,0.091235,0.00102875
14666,0.71414125,0.09514,0.0357675,0.0498375,0.1039225,0.00119125
14664,0.69851625,0.09237375,0.0362825,0.05460375,0.1168525,0.00137125
14667,0.68392125,0.08899375,0.0363375,0.05908,0.13008875,0.00157875
14660,0.6708375,0.08505375,0.03608375,0.06320625,0.1430325,0.00178625
14659,0.6587225,0.08099375,0.03580375,0.06673875,0.155755,0.00198625
14658,0.6478975,0.07639,0.03531875,0.06976625,0.16848625,0.00214125
14679,0.63780875,0.0715775,0.03436875,0.07273375,0.18114125,0.00237
14670,0.62885125,0.06672375,0.0331325,0.07524,0.19349,0.0025625
14685,0.6207025,0.06214,0.03168625,0.07710625,0.2055925,0.0027725
14675,0.6132725,0.057825,0.03015625,0.07837875,0.2174025,0.002965
14677,0.60646875,0.05368,0.02864625,0.0793025,0.22874625,0.00315625
14682,0.60022375,0.0498425,0.02723625,0.07971375,0.23964,0.00334375
14678,0.5943475,0.04615125,0.02573875,0.07984625,0.25038875,0.0035275
14683,0.5890825,0.04286,0.02421625,0.079465,0.26067125,0.003705
14669,0.58438875,0.0394675,0.02276,0.0788875,0.27062375,0.0038725
14681,0.579915,0.03627125,0.02142375,0.0782025,0.28013875,0.00404875
14676,0.57593,0.03334,0.02004,0.07707375,0.28941,0.00420625
14680,0.57223,0.03079375,0.018635,0.075675,0.29828,0.00438625
14671,0.56867125,0.02858375,0.01720125,0.07428375,0.3067175,0.0045425
14673,0.56552375,0.02632125,0.0160875,0.072655,0.31473125,0.00468125
14672,0.5627375,0.02408,0.0149375,0.07097875,0.32244125,0.004825
14684,0.56015125,0.02208625,0.01381375,0.0690475,0.32996625,0.004935
14674,0.55769625,0.02036625,0.01287125,0.06704,0.3369625,0.00506375
14688,0.55533625,0.01890125,0.01186375,0.065,0.34369,0.00520875
14691,0.553275,0.01737375,0.01096625,0.06292125,0.35014625,0.0053175
14693,0.5512675,0.016075,0.010105,0.0607825,0.356335,0.005435
14699,0.5494875,0.014835,0.0092925,0.0586975,0.3621325,0.005555
14687,0.54777125,0.01376625,0.00845,0.05660875,0.3677525,0.00565125
14694,0.54616125,0.0127225,0.0078675,0.05452875,0.372965,0.005755
14697,0.54466125,0.01175125,0.007265,0.0525825,0.3778875,0.0058525
14690,0.54328875,0.01096125,0.00665875,0.05046,0.38268625,0.005945
14689,0.54193,0.0102475,0.0061275,0.04839,0.3872925,0.0060125
14692,0.54073625,0.00945625,0.00576375,0.04630375,0.39166625,0.00607375
14686,0.53955125,0.00885125,0.0053025,0.04435875,0.39578625,0.00615
14695,0.5384025,0.008255,0.00502125,0.04225125,0.39985875,0.00621125
14700,0.5373225,0.007785,0.0046325,0.04046875,0.40351125,0.00628
14698,0.536355,0.00719125,0.00436375,0.03854875,0.407165,0.00637625
14696,0.53545375,0.00668875,0.00409625,0.03691125,0.41041,0.00644
14702,0.5345375,0.00636875,0.0037725,0.03517125,0.41366375,0.00648625
14716,0.53364625,0.00597875,0.00351875,0.0336,0.41670875,0.0065475
14701,0.53280875,0.00570125,0.00323875,0.0321575,0.4194875,0.00660625
14714,0.53198375,0.0054475,0.0030675,0.030625,0.4222225,0.00665375
14712,0.53117375,0.00520625,0.00291625,0.02920125,0.42481,0.0066925
14710,0.53044625,0.00489375,0.00272125,0.02780125,0.4273875,0.00675
14708,0.52967875,0.00473875,0.00259625,0.02645,0.42975375,0.0067825
14706,0.5289275,0.0045825,0.00242125,0.02519625,0.432045,0.0068275
14709,0.52825,0.0043775,0.0022875,0.02403875,0.43418,0.00686625
14705,0.52752,0.0043125,0.0021675,0.02293625,0.4361525,0.00691125
14715,0.5268275,0.00416125,0.00210125,0.021915,0.438045,0.00695
14704,0.52612125,0.0040275,0.00204625,0.0207925,0.44002375,0.00698875
14707,0.52546,0.00393125,0.00196375,0.01984875,0.4417725,0.00702375
14713,0.52486,0.0037275,0.00192,0.0189225,0.4435225,0.0070475
14703,0.52424,0.003615,0.001825,0.0181125,0.4451275,0.00708
14711,0.523665,0.00347875,0.00174125,0.01730375,0.4467075,0.00710375
14717,0.52307375,0.0034,0.0016475,0.01648875,0.44825875,0.00713125
14723,0.522515,0.003265,0.0015825,0.01578375,0.44970625,0.0071475
14728,0.52196125,0.00319625,0.00154375,0.01498875,0.45112875,0.00718125
14731,0.52140125,0.00310625,0.001545,0.0142525,0.4524825,0.0072125
14718,0.520885,0.00304,0.0014375,0.01366375,0.45373875,0.007235
14724,0.5203925,0.00291875,0.00139875,0.0129975,0.45503625,0.00725625
14721,0.5199175,0.00280625,0.0013825,0.01241875,0.4562075,0.0072675
14732,0.51944875,0.00267375,0.00135625,0.01187,0.45735875,0.0072925
14720,0.519005,0.0026075,0.00131125,0.0112825,0.45847875,0.007315
14730,0.51855,0.002605,0.00122125,0.0107625,0.45952375,0.0073375
14725,0.51811,0.00252,0.00118625,0.0102975,0.46052125,0.007365
14729,0.51773,0.00242,0.0011175,0.00987625,0.4614775,0.00737875
14727,0.51732625,0.002365,0.00108125,0.009415,0.46241875,0.00739375
14719,0.51694,0.00232125,0.0010325,0.00897375,0.4633225,0.00741
14726,0.5165425,0.00226875,0.00103375,0.00859125,0.46414375,0.00742
14722,0.51616875,0.00221375,0.00097625,0.00826375,0.4649475,0.00743
14736,0.51580875,0.00216375,0.00093875,0.00792375,0.4657175,0.0074475
14735,0.5154625,0.00207875,0.00093875,0.00762875,0.4664325,0.00745875
14737,0.5151575,0.00199625,0.00092,0.007265,0.4671925,0.00746875
14747,0.51481125,0.00198125,0.00089,0.006985,0.46785625,0.00747625
14742,0.5145025,0.0019175,0.00084875,0.00675375,0.46849,0.0074875
14749,0.51417125,0.00187875,0.00084125,0.00647,0.4691425,0.00749625
14733,0.51383,0.0018275,0.0008725,0.00620625,0.469755,0.00750875
14738,0.51355375,0.00173375,0.0008125,0.006,0.47038125,0.00751875
14748,0.513285,0.00163375,0.00079625,0.00577,0.47098625,0.00752875
14745,0.51303,0.00159625,0.000765,0.00550625,0.4715675,0.007535
14741,0.512775,0.0015425,0.00069625,0.0053225,0.472125,0.00753875
14744,0.512525,0.00148375,0.00071125,0.00511,0.472625,0.007545
14739,0.5123025,0.001415,0.00070875,0.00491,0.47310875,0.007555
14746,0.512095,0.0013675,0.00067375,0.00470125,0.47360125,0.00756125
14740,0.5118825,0.00130625,0.0006825,0.0045575,0.47400875,0.0075625
14734,0.51165625,0.00129,0.00067375,0.0043825,0.47442875,0.00756875
14743,0.511455,0.0012475,0.00063625,0.0042,0.47488125,0.00758
14760,0.51124875,0.00122375,0.00062125,0.0040225,0.4753,0.00758375
14757,0.5110525,0.0011875,0.00058625,0.0038525,0.475725,0.00759625
14753,0.51088875,0.00112625,0.00055625,0.0037175,0.47610875,0.0076025
14751,0.5107275,0.0010575,0.00055875,0.003595,0.47645375,0.0076075
14759,0.51055125,0.0010175,0.0005475,0.00348,0.4767875,0.00761625
14755,0.51038125,0.00098375,0.000535,0.0033425,0.47712875,0.00762875
14761,0.51023625,0.0009425,0.0005,0.00319875,0.47748875,0.00763375
14762,0.510135,0.0008925,0.0004725,0.0030825,0.4777825,0.007635
14758,0.50998625,0.0008875,0.00044875,0.00295375,0.47808375,0.00764
14764,0.5098075,0.000905,0.00042625,0.002825,0.47839,0.00764625
14754,0.50968375,0.00086375,0.0004075,0.00268625,0.47870375,0.007655
14763,0.50954625,0.00082,0.0004075,0.002615,0.47895125,0.00766
14750,0.509435,0.00079125,0.00038625,0.00252625,0.479195,0.00766625
14756,0.509305,0.0007675,0.00037125,0.002425,0.4794625,0.00766875
14752,0.50918,0.0007425,0.00037375,0.00230625,0.47972625,0.00767125
14767,0.50905125,0.00072375,0.0003575,0.00223125,0.47996,0.00767625
14766,0.50895875,0.00068,0.000355,0.00217125,0.4801575,0.0076775
14781,0.5088575,0.00064875,0.00035,0.00207625,0.4803825,0.007685
14776,0.508745,0.00062625,0.00033375,0.00201125,0.4805925,0.00769125
14777,0.50864875,0.0005975,0.00032125,0.00193,0.48081,0.0076925
14772,0.50855625,0.00058,0.00029,0.0018775,0.4809975,0.00769875
14770,0.508475,0.00053625,0.000285,0.0018075,0.481195,0.00770125
14774,0.50841,0.00048375,0.00029,0.00174625,0.48136375,0.00770625
14775,0.50833375,0.00046625,0.00025125,0.00169,0.48155125,0.0077075
14769,0.50826,0.00043,0.00024875,0.00163,0.48172125,0.00771
14768,0.508205,0.00040375,0.00023,0.00156125,0.48188625,0.00771375
14765,0.50815375,0.00037,0.00021875,0.0015175,0.48202625,0.00771375
14773,0.50809625,0.00036,0.00019125,0.00145375,0.4821825,0.00771625
14780,0.50804875,0.00034125,0.00018125,0.001405,0.48230625,0.0077175
14778,0.5079925,0.0003475,0.0001575,0.00134,0.482445,0.0077175
14771,0.5079375,0.00033625,0.00015,0.001295,0.48256375,0.0077175
14779,0.5078825,0.00031875,0.00014125,0.00123125,0.4827075,0.00771875
14789,0.50783625,0.000315,0.0001325,0.0011725,0.48282125,0.0077225
14794,0.50779,0.000305,0.000125,0.0011225,0.48293,0.0077275
14782,0.50775625,0.00028625,0.000115,0.00108,0.48303,0.0077325
14796,0.50772,0.0002675,0.00012125,0.0010325,0.48312125,0.0077375
14793,0.5076775,0.00026625,0.00011375,0.00099375,0.48320875,0.00774
14786,0.507635,0.00026375,0.000125,0.00094375,0.4832925,0.00774
14790,0.507595,0.0002575,0.00012625,0.00089,0.48339,0.00774125
14788,0.50757625,0.00023,0.0001225,0.00086875,0.48346,0.0077425
14787,0.507545,0.00021125,0.0001275,0.00084375,0.4835275,0.007745
14783,0.5075175,0.00020375,0.00011375,0.00081625,0.48360125,0.0077475
14792,0.50749125,0.000185,0.00010625,0.0007775,0.48369,0.00775
14785,0.50747125,0.0001775,9.75e-05,0.0007375,0.4837625,0.00775375
14784,0.50744625,0.00016125,9.875e-05,0.00070125,0.48383875,0.00775375
14795,0.50742625,0.00014875,9.625e-05,0.00068,0.483895,0.00775375
14791,0.50740625,0.0001425,9.125e-05,0.00065625,0.4839475,0.00775625
14813,0.50737875,0.000145,8.5e-05,0.00063625,0.4839975,0.0077575
14799,0.50734875,0.00014375,8.125e-05,0.0006,0.48406875,0.0077575
14812,0.50733625,0.0001325,6.5e-05,0.00057125,0.4841375,0.0077575
14807,0.50732,0.00012625,6e-05,0.00053,0.484205,0.00775875
14811,0.50729875,0.0001125,6.75e-05,0.00049625,0.48426375,0.00776125
14810,0.50728125,0.0001125,6e-05,0.00048125,0.4843025,0.0077625
14803,0.50727,9.75e-05,6.625e-05,0.000455,0.4843475,0.00776375
14805,0.50726375,8.625e-05,5.875e-05,0.00043125,0.484395,0.007765
14802,0.50724875,8e-05,5.375e-05,0.0004125,0.48443875,0.00776625
14804,0.507235,8e-05,5e-05,0.00038125,0.4844875,0.00776625
14801,0.50722875,7.25e-05,4.875e-05,0.00036,0.4845225,0.0077675
14808,0.50721625,7.25e-05,4.5e-05,0.00035125,0.4845475,0.0077675
14797,0.50721125,6.75e-05,3.75e-05,0.00034125,0.484575,0.0077675
14800,0.50720375,5.75e-05,3.625e-05,0.00033125,0.4846025,0.00776875
14806,0.507195,5.375e-05,3.5e-05,0.00032,0.4846275,0.00776875
14798,0.50718875,5.125e-05,3.375e-05,0.00030625,0.48465125,0.00776875
14809,0.50717875,5.5e-05,3e-05,0.0002875,0.48468,0.00776875
14828,0.507175,5.625e-05,2.125e-05,0.00028125,0.4846975,0.00776875
14816,0.5071725,4.875e-05,1.75e-05,0.000265,0.484725,0.00777125
14820,0.50716875,4.625e-05,2.125e-05,0.00025375,0.48473875,0.00777125
14823,0.5071675,3.875e-05,2.25e-05,0.00023875,0.48476,0.0077725
14821,0.507155,4.25e-05,2.25e-05,0.0002275,0.48478,0.0077725
14825,0.50714875,3.875e-05,2.375e-05,0.00022,0.484795,0.00777375
14822,0.5071375,4.25e-05,2.375e-05,0.0002075,0.484815,0.00777375
14827,0.50712875,4.125e-05,2.5e-05,0.00019625,0.484835,0.00777375
14819,0.507125,3.875e-05,2.5e-05,0.00018875,0.48484875,0.00777375
14818,0.5071175,4.375e-05,2.25e-05,0.00018625,0.48485625,0.00777375
14815,0.5071125,3.75e-05,2.5e-05,0.0001825,0.4848675,0.007775
14824,0.507105,4e-05,2.125e-05,0.0001675,0.48489125,0.007775
14826,0.507095,4.375e-05,2e-05,0.00016,0.48490625,0.007775
14817,0.50708875,4.75e-05,1.875e-05,0.0001525,0.4849175,0.007775
14814,0.50708,4.75e-05,1.875e-05,0.00015375,0.484925,0.007775
14831,0.507075,4.75e-05,1.375e-05,0.00015375,0.484935,0.007775
14842,0.50707,4.125e-05,1.5e-05,0.00013875,0.48496,0.007775
14833,0.507065,3.625e-05,2e-05,0.00012875,0.484975,0.007775
14829,0.50706,3.375e-05,1.875e-05,0.00012125,0.48499125,0.007775
14839,0.50705375,3.25e-05,1.875e-05,0.00011875,0.485,0.00777625
14843,0.50705,3e-05,1.75e-05,0.000115,0.48501125,0.00777625
14836,0.5070475,3e-05,1.25e-05,0.00011125,0.4850225,0.00777625
14834,0.5070425,3e-05,1.375e-05,0.00011,0.4850275,0.00777625
14845,0.50704125,2.5e-05,1.125e-05,0.0001075,0.4850375,0.0077775
14840,0.50704,2.375e-05,8.75e-06,0.00010625,0.48504375,0.0077775
14835,0.5070375,2.25e-05,8.75e-06,0.0001025,0.48505125,0.0077775
14838,0.507035,2.125e-05,8.75e-06,9.875e-05,0.48505875,0.0077775
14844,0.50703125,1.875e-05,1e-05,9.625e-05,0.48506625,0.0077775
14837,0.50703125,1.875e-05,8.75e-06,8.625e-05,0.4850775,0.0077775
14830,0.50702875,1.75e-05,1.125e-05,8.25e-05,0.4850825,0.0077775
14841,0.5070275,1.25e-05,1.5e-05,7.625e-05,0.48509125,0.0077775
14832,0.50702625,1e-05,1.375e-05,7.75e-05,0.485095,0.0077775
14859,0.507025,7.5e-06,1.375e-05,7.25e-05,0.48510375,0.0077775
14846,0.50702375,8.75e-06,1.125e-05,7e-05,0.48510875,0.0077775
14857,0.50702125,1e-05,7.5e-06,6.875e-05,0.485115,0.0077775
14851,0.50701875,1e-05,8.75e-06,6.75e-05,0.4851175,0.0077775
14853,0.50701875,7.5e-06,7.5e-06,6.625e-05,0.4851225,0.0077775
14855,0.50701625,1e-05,5e-06,6.375e-05,0.4851275,0.0077775
14849,0.50701375,1.25e-05,5e-06,5.375e-05,0.4851375,0.0077775
14852,0.5070125,1.25e-05,2.5e-06,5.375e-05,0.48514125,0.0077775
14850,0.50701,1.375e-05,3.75e-06,5.25e-05,0.4851425,0.0077775
14860,0.5070075,1.375e-05,2.5e-06,5.375e-05,0.485145,0.0077775
14856,0.5070025,1.5e-05,2.5e-06,4.875e-05,0.4851525,0.00777875
14848,0.50700125,1.625e-05,2.5e-06,4.375e-05,0.4851575,0.00777875
14858,0.50699875,1.75e-05,1.25e-06,3.875e-05,0.485165,0.00777875
14847,0.50699625,1.625e-05,1.25e-06,4.25e-05,0.485165,0.00777875
14854,0.5069925,1.875e-05,2.5e-06,4.125e-05,0.48516625,0.00777875
14863,0.50699125,1.5e-05,5e-06,3.75e-05,0.4851725,0.00777875
14877,0.50699125,1.5e-05,3.75e-06,3.125e-05,0.48518,0.00777875
14866,0.50698875,1.5e-05,1.25e-06,3.375e-05,0.4851825,0.00777875
14868,0.5069875,1.375e-05,3.75e-06,3.125e-05,0.485185,0.00777875
14876,0.50698625,1.25e-05,3.75e-06,3.125e-05,0.4851875,0.00777875
14871,0.506985,1.125e-05,2.5e-06,3e-05,0.4851925,0.00777875
14872,0.506985,1e-05,3.75e-06,2.75e-05,0.485195,0.00777875
14862,0.506985,1e-05,3.75e-06,2.5e-05,0.4851975,0.00777875
14864,0.50698375,7.5e-06,5e-06,2.25e-05,0.4852025,0.00777875
14865,0.50698375,5e-06,3.75e-06,2.375e-05,0.485205,0.00777875
14861,0.50698,7.5e-06,2.5e-06,2.625e-05,0.485205,0.00777875
14875,0.50698,6.25e-06,3.75e-06,2.5e-05,0.48520625,0.00777875
14873,0.50697875,5e-06,3.75e-06,2.25e-05,0.48521,0.00778
14870,0.50697875,2.5e-06,2.5e-06,2.25e-05,0.48521375,0.00778
14869,0.50697875,2.5e-06,2.5e-06,2.125e-05,0.485215,0.00778
14874,0.50697875,1.25e-06,2.5e-06,2e-05,0.48521625,0.00778125
14867,0.50697875,1.25e-06,2.5e-06,1.875e-05,0.4852175,0.00778125
14879,0.50697875,1.25e-06,2.5e-06,1.75e-05,0.48521875,0.00778125
14889,0.50697875,1.25e-06,2.5e-06,1.75e-05,0.48521875,0.00778125
14888,0.50697875,1.25e-06,2.5e-06,1.625e-05,0.48522,0.00778125
